"","t","|DEV|","Re(DEV)","Im(DEV)"
"1",250,0.96278856516758,0.961019327667197,-0.00355369216153507
"2",300,0.966402569012492,0.963981898492833,-0.00304147676917782
"3",350,0.967468242201843,0.966627076369985,-0.00250991630164441
"4",400,0.966659242658155,0.965436092252482,-0.00354629534928035
"5",450,0.966777604032001,0.965390104548234,-0.0029147593634466
"6",500,0.967302354069164,0.966037389259533,-0.0024657696479029
"7",550,0.968460473727265,0.967783089349498,-0.00211609738258047
"8",600,0.968555784730687,0.967314471496863,-0.00291878134848459
"9",650,0.967444743407005,0.966048602539754,-0.00225833397677296
"10",700,0.968942268276989,0.968010772285276,-0.00233490805065042
"11",750,0.966199827926184,0.965544135281049,-0.0025173184416246
"12",800,0.966845039860686,0.965596456843068,-0.00261182021463245
"13",850,0.969858845378818,0.969274028924037,-0.00199659311474291
"14",900,0.971688852764139,0.970797052963869,-0.00159545425559665
"15",950,0.967797921527507,0.967168128483217,-0.00194765187663616
"16",1000,0.963669624982856,0.962697630680281,-0.00273489635109797
"17",1050,0.96797833667222,0.96678252590309,-0.00297813060402799
"18",1100,0.969810867155105,0.968786200584194,-0.00172033071242371
"19",1150,0.970289101497434,0.96931720380453,-0.00169500101414535
"20",1200,0.971299860329268,0.970871136211205,-0.00186178358791559
"21",1250,0.970999409286338,0.970600137609865,-0.00170072351450048
"22",1300,0.974721851919462,0.974506900015237,-0.000991173452186622
"23",1350,0.971907823091568,0.971317041680546,-0.00169717614043923
"24",1400,0.970313933759675,0.969554237496411,-0.00272955641938953
"25",1450,0.966695632600987,0.965785065442548,-0.00289159266484321
"26",1500,0.969486705478666,0.968508661360107,-0.00117495856313099
"27",1550,0.971037827779369,0.970292295357336,-0.00156592801121775
"28",1600,0.971943432895116,0.970485314606516,-0.0019086516013246
"29",1650,0.972136061496612,0.971191176057845,-0.00250031095294057
"30",1700,0.964935727049198,0.963926388103569,-0.00225816651629711
"31",1750,0.967751075530345,0.967100446796799,-0.00178393877743019
"32",1800,0.970520308230701,0.969877721114544,-0.0018113442513651
"33",1850,0.972947189675295,0.972560260515433,-0.00128261853760086
"34",1900,0.971506583933936,0.971168260766337,-0.00132685442815448
"35",1950,0.970277649937342,0.969475266084576,-0.0013743369761042
"36",2000,0.971397030938146,0.97113613587392,-0.00106455693338146
"37",2050,0.971074421711286,0.970388800778183,-0.00189427065704912
"38",2100,0.972333484317961,0.971084733331022,-0.00146409461856381
"39",2150,0.972587331649054,0.972077749555223,-0.00161995190466273
"40",2200,0.972997684975228,0.972698129099641,-0.00143691024974585
"41",2250,0.972604202165453,0.972213220595165,-0.00147322009537524
"42",2300,0.969442159361984,0.968784562081421,-0.00191783603257764
"43",2350,0.972812638511518,0.972131028857769,-0.00210802483975154
"44",2400,0.973397392184549,0.973149047337929,-0.00135860218154351
"45",2450,0.97357348761071,0.97342083728941,-0.00136200111666951
"46",2500,0.974401295977632,0.973759959249934,-0.00103577914860692
"47",2550,0.972059340593904,0.971629412438668,-0.00178084602880999
"48",2600,0.977124494445062,0.976875890346643,-0.00122526759987575
"49",2650,0.978721344775107,0.978517817665608,-0.000955556258785709
"50",2700,0.974795907447087,0.974350390392581,-0.00155274654239381
"51",2750,0.972767058484334,0.972246837074766,-0.00223381740921521
"52",2800,0.974252000494139,0.974052673422053,-0.00188452162908549
"53",2850,0.974075506111429,0.973735055107669,-0.00182176702801323
"54",2900,0.974785569577176,0.974000488230845,-0.0018958664074935
"55",2950,0.974778966359849,0.97397108913151,-0.000999489516850196
"56",3000,0.974856214935851,0.974506967689518,-0.00100997144483423
"57",3050,0.975367293467446,0.975111210201436,-0.000623151214544027
"58",3100,0.975705547721772,0.975393404581187,-0.000697621846154965
"59",3150,0.976730869417891,0.976659646990405,-0.000860132775696948
"60",3200,0.977662834065529,0.976889151134618,-0.00197870621993037
"61",3250,0.975326469028647,0.975173102148278,-0.00132080506670756
"62",3300,0.974188309298358,0.972940407940239,-0.00136266281228943
"63",3350,0.973162883320239,0.972411269551415,-0.00161636653891116
"64",3400,0.973262894153381,0.972925181968061,-0.0018721645276614
"65",3450,0.97394585388542,0.973050987930784,-0.00114406490487506
"66",3500,0.97539551662598,0.975316214809876,-0.000972039843693053
"67",3550,0.975367999377628,0.975220095686861,-0.00134446691229711
"68",3600,0.972601424362248,0.97233229308223,-0.00198677836864729
"69",3650,0.975083859061025,0.973746176515858,-0.00252377834999903
"70",3700,0.973382043377241,0.972627058515651,-0.00237663602860444
"71",3750,0.971901082974089,0.971303330635824,-0.00245225651306864
"72",3800,0.972714228748109,0.972547108234746,-0.00174775108215857
"73",3850,0.973185181849857,0.972627173147597,-0.00180653577316506
"74",3900,0.971896439202622,0.971363393297917,-0.00157234457368775
"75",3950,0.972309598037115,0.971551032415723,-0.00196662621673516
"76",4000,0.972163431016096,0.971914399268588,-0.00235098951812535
"77",4050,0.974444986479569,0.974297976369446,-0.00138804571127348
"78",4100,0.974577167001442,0.973655761816609,-0.00186137442227994
"79",4150,0.97431720963502,0.972961060838182,-0.00323483543971744
"80",4200,0.974135700148002,0.973999719672845,-0.00116936127052959
"81",4250,0.9750328873797,0.974985693880966,-0.000629334517838517
"82",4300,0.974151185774075,0.974049541093023,-0.00122327381733847
"83",4350,0.974205752617473,0.973329235989839,-0.00185620348143869
"84",4400,0.971063510006014,0.970948389848472,-0.00164032883112162
"85",4450,0.972388945726086,0.972069451500777,-0.0015420727100812
"86",4500,0.975052421624346,0.974995193748072,-0.0008546597271718
"87",4550,0.97583719045716,0.974991200216297,-0.00158900641743928
"88",4600,0.973618985160893,0.973521865781804,-0.00145498219297512
"89",4650,0.973306151404729,0.973217261028135,-0.00106177942122167
"90",4700,0.973934590150264,0.973860548464263,-0.00106208248670232
"91",4750,0.9752556734991,0.97511181895015,-0.00139578812177668
"92",4800,0.971935510998672,0.971848258357839,-0.00122182285474812
"93",4850,0.971703295697571,0.97152117130377,-0.00156542590930351
"94",4900,0.974981861510579,0.974899637199047,-0.00116614602269831
"95",4950,0.969917798302966,0.969124372078718,-0.00437914516244
"96",5000,0.973276323737864,0.972981806659912,-0.00321829870039133
