"","t","|DEV|","Re(DEV)","Im(DEV)"
"1",250,0.66329430958737,0.583957752788006,-0.0683165918292172
"2",300,0.670194531336196,0.608198320876652,-0.0725845086466091
"3",350,0.656614847507662,0.591735835762796,-0.0790998631068636
"4",400,0.669481821449562,0.578165385301156,-0.0830502949588499
"5",450,0.664759359078161,0.585664643654579,-0.0524955351727381
"6",500,0.661833915341748,0.598224545092547,-0.0540145213189482
"7",550,0.663291420606433,0.584012126386595,-0.0645780789942837
"8",600,0.677777904781416,0.627927860644761,-0.0500153182449817
"9",650,0.656302791308764,0.58379963894208,-0.0570992919961272
"10",700,0.658166563811635,0.602817909749832,-0.0562453220059838
"11",750,0.672036168617038,0.606550548849013,-0.0589786860074598
"12",800,0.66234601241176,0.569217041152157,-0.0686967733667096
"13",850,0.659895045478367,0.571240482199225,-0.0651119804688164
"14",900,0.64928311023971,0.576969105434554,-0.0667383825779783
"15",950,0.656009709738468,0.587314157618899,-0.0600453904572364
"16",1000,0.660495167631753,0.607730053229068,-0.0553475322311841
"17",1050,0.667851046692556,0.616727533564726,-0.0715295922856624
"18",1100,0.658847077053126,0.581968233937584,-0.0770574626903325
"19",1150,0.651528092905251,0.578791230952338,-0.0642647236078048
"20",1200,0.665174958960909,0.599170136965169,-0.0658681592869125
"21",1250,0.672874675247292,0.593250954176798,-0.0645016213977885
"22",1300,0.678172505432192,0.617640972565431,-0.0496953076559359
"23",1350,0.666783562804228,0.592010122230634,-0.0488853700438729
"24",1400,0.678325652669374,0.62991610824136,-0.0339994439040129
"25",1450,0.68695519694069,0.634450816572526,-0.0419908793217538
"26",1500,0.674995542327568,0.620918408976061,-0.029621464941608
"27",1550,0.673588703604364,0.638754064216158,-0.0363836299238588
"28",1600,0.675344655075671,0.634703252919817,-0.0509266583022837
"29",1650,0.673956851409096,0.604704837982754,-0.05144002278867
"30",1700,0.676652045465547,0.616900693265371,-0.0508200766998518
"31",1750,0.674603901085593,0.630803611819325,-0.0493497446352984
"32",1800,0.674213066235183,0.571182544045773,-0.0593927659069258
"33",1850,0.6709199295779,0.610972047720927,-0.0678483405293755
"34",1900,0.679384809962109,0.646631170483899,-0.0616669361149064
"35",1950,0.673416083149557,0.628659554905764,-0.0608151556304075
"36",2000,0.662936449901445,0.618496953684438,-0.0608477968918723
"37",2050,0.681660461226435,0.631568646354359,-0.053979185815952
"38",2100,0.675621159877426,0.626442244944177,-0.0721300553978359
"39",2150,0.667779901676597,0.602520498802146,-0.0523846900407711
"40",2200,0.700117238768105,0.67075928170266,-0.0528536122172887
"41",2250,0.704049727512948,0.651179307921982,-0.0414474973370556
"42",2300,0.682450062813778,0.639970945098885,-0.0487539716318628
"43",2350,0.671966686131452,0.632810211749788,-0.0573264984571796
"44",2400,0.6891425557749,0.645286277628077,-0.06128634748485
"45",2450,0.679621683871391,0.639986137000216,-0.0511168405043039
"46",2500,0.686778488113836,0.657301173605127,-0.0481641887762977
"47",2550,0.677312872326623,0.626280967817397,-0.0655107841863203
"48",2600,0.689870032960089,0.624666667465942,-0.0528783803281983
"49",2650,0.686104164864171,0.628561140902103,-0.0587407147548372
"50",2700,0.685976760050583,0.637658132024649,-0.0592762091446132
"51",2750,0.698148668860706,0.660664346143323,-0.0541278750554797
"52",2800,0.682266811204247,0.640381722926151,-0.0526290594182411
"53",2850,0.680548971557887,0.623234220310935,-0.063296874142797
"54",2900,0.677370331540536,0.614925179720816,-0.0765395717567582
"55",2950,0.690000449256064,0.60797770294879,-0.0796926669796418
"56",3000,0.70107387943425,0.659465799001118,-0.0560464066124134
"57",3050,0.705132272625667,0.674690259657414,-0.0508608861652093
"58",3100,0.706269412374343,0.671405471478605,-0.0480251629465709
"59",3150,0.700838055707507,0.66459575656576,-0.057367361632727
"60",3200,0.700588242818017,0.655715488046851,-0.0584101745455392
"61",3250,0.696165150781099,0.657288243334088,-0.0323078855674285
"62",3300,0.708768131626868,0.682439551197556,-0.0296539093089892
"63",3350,0.705089240219996,0.673978683446317,-0.0443824008563363
"64",3400,0.716996123344887,0.697019416649585,-0.0359240572421766
"65",3450,0.726835066592181,0.704538485005494,-0.0401221023786218
"66",3500,0.717097501547506,0.69748112899622,-0.0313399445614846
"67",3550,0.712470964169068,0.693391759514745,-0.0303884857194914
"68",3600,0.684637996120634,0.650675231170541,-0.0388243692174037
"69",3650,0.696308223318564,0.67078937614934,-0.0416281670941453
"70",3700,0.713302844379706,0.689546247294117,-0.0397620370510156
"71",3750,0.738953569237679,0.725258261043472,-0.0274787363156263
"72",3800,0.730470136869693,0.70287296351341,-0.0319445375680163
"73",3850,0.716548205151774,0.690141218055043,-0.0400819832396539
"74",3900,0.713734307233266,0.692976954774743,-0.0285645163163049
"75",3950,0.720866589719718,0.694682659940612,-0.0338544161627734
"76",4000,0.721128379955893,0.704933555176719,-0.0293921047578049
"77",4050,0.713418873534452,0.704263625374635,-0.0216180560660154
"78",4100,0.709974161002164,0.69078586717716,-0.0405482917447611
"79",4150,0.713734916767014,0.697786627180635,-0.0324874000951566
"80",4200,0.707415301220352,0.682058673033941,-0.0436703324951217
"81",4250,0.712462098287003,0.696591148499755,-0.0390467871125576
"82",4300,0.713440482758905,0.685259483935679,-0.0359865114518863
"83",4350,0.719908235884391,0.704109829217514,-0.0402605155028003
"84",4400,0.723348241222609,0.710821039072868,-0.0280868860676303
"85",4450,0.72728986759137,0.702925716723581,-0.033683956316219
"86",4500,0.746633175657681,0.731885925602014,-0.0196871470102563
"87",4550,0.730423246355168,0.714763203085362,-0.0183791242107389
"88",4600,0.737381594827286,0.727934413996921,-0.022622623517955
"89",4650,0.720515840840931,0.709234725871488,-0.0264404580465068
"90",4700,0.724606824790443,0.707945945591921,-0.0428721870045688
"91",4750,0.725005243010103,0.710360669108104,-0.0334236918467588
"92",4800,0.733923456542582,0.71585703060655,-0.0307408266887722
"93",4850,0.749319692147089,0.742896331479402,-0.0156919131290355
"94",4900,0.75370278567301,0.741910826374144,-0.0238250106831436
"95",4950,0.748280681189885,0.74102458493948,-0.0174911862308895
"96",5000,0.748424266824,0.736255899116476,-0.0232421126742269
"97",5050,0.740926101785172,0.725445682778735,-0.0192764209766123
"98",5100,0.735591744384608,0.724408345822135,-0.0253951761487979
"99",5150,0.748327489715589,0.737958233411011,-0.0239557324827225
"100",5200,0.764563055333755,0.7601696679782,-0.0127029739345923
"101",5250,0.766965121578137,0.757940052862197,-0.0193530262878766
"102",5300,0.757583819453845,0.743892186997763,-0.0230920289093745
"103",5350,0.752125246319721,0.732404439778443,-0.0303288358574369
"104",5400,0.747596298262057,0.733921217275423,-0.0315262132230655
"105",5450,0.757122349526526,0.748265611258911,-0.028378298763105
"106",5500,0.766372175420202,0.755622945915807,-0.0198222948007465
"107",5550,0.785696976846907,0.780026092346741,-0.0122067558748255
"108",5600,0.779591371235473,0.773442545900728,-0.0177367737277145
"109",5650,0.768021373258603,0.760776253183762,-0.018456007194012
"110",5700,0.752758260446945,0.747048829461221,-0.0192144696198941
"111",5750,0.75681697293663,0.751007859450449,-0.0170325852167818
"112",5800,0.76596979476709,0.756046904001819,-0.0252686055231338
"113",5850,0.770523388807398,0.763390991143771,-0.0228052051356499
"114",5900,0.77573167469592,0.767125700543471,-0.0204127437297181
"115",5950,0.763309955418513,0.754461690748102,-0.0217240740926787
"116",6000,0.766403880468191,0.76175773685416,-0.0143665879869845
"117",6050,0.767688397669848,0.763798703166208,-0.0138185977414266
"118",6100,0.783969998875558,0.781668590372178,-0.00932809021665268
"119",6150,0.773710418891151,0.768685440377523,-0.0120963585835186
"120",6200,0.77444085399363,0.76590365012844,-0.0265755751679178
"121",6250,0.775176449140157,0.770557130522583,-0.015874442395712
"122",6300,0.778077832266637,0.773848981774711,-0.0117370037095826
"123",6350,0.788398041513556,0.782256262138723,-0.0132509253605691
"124",6400,0.778608422036855,0.772322561689801,-0.0243409747450982
"125",6450,0.766651437484688,0.76243286276574,-0.0186025414920749
"126",6500,0.781829917603709,0.773678687485479,-0.0293390022977794
"127",6550,0.790660710435937,0.787666983901786,-0.0103067026828702
"128",6600,0.795087477479651,0.79341046686229,-0.00592271145972543
"129",6650,0.798521073406318,0.794809180221999,-0.0123635348911784
"130",6700,0.815728418382997,0.813862159342224,-0.00914151823213356
"131",6750,0.805076483678299,0.800005315199182,-0.0173553906661778
"132",6800,0.797547354822445,0.791855952104989,-0.0246607761222461
"133",6850,0.791459017303299,0.785972894779659,-0.0210155906528455
"134",6900,0.797407021348982,0.794965731192863,-0.0120716209555992
"135",6950,0.80702544525486,0.80438348487047,-0.00883115079445507
"136",7000,0.799996268022545,0.796558844208015,-0.0142474934330478
"137",7050,0.803129432906441,0.798240004400347,-0.0195881826388201
"138",7100,0.807175661608316,0.80423753709883,-0.0147444818419051
"139",7150,0.819886684169756,0.817251347385227,-0.012994879997076
"140",7200,0.828882022813351,0.827944953446538,-0.00408660882443451
"141",7250,0.823664791089071,0.821579748339654,-0.00758041138404553
"142",7300,0.83414865074947,0.831013450655221,-0.0132465816246754
"143",7350,0.830307326059599,0.828821283856282,-0.00829222870299677
"144",7400,0.829801740836439,0.825371917620534,-0.0179943804946605
